age,job_type,marital_status,education,has_credit_in_default,housing_loan,personal_loan,communication_type,last_contact_month,last_contact_day_of_week,last_contact_duration_secs,previous_campaign_outcome,previous_campaign_num_contacts,current_campaign_num_contacts,current_campaign_subscribed
35,housemaid,divorced,basic.9y,no,yes,no,cellular,nov,wed,69,nonexistent,0,1,no
33,unemployed,married,basic.9y,no,yes,no,telephone,nov,wed,41,nonexistent,0,1,no
34,unemployed,married,basic.4y,unknown,yes,no,cellular,nov,wed,98,failure,1,1,no
40,management,married,professional.course,no,yes,no,cellular,nov,wed,162,nonexistent,0,1,no
58,retired,married,basic.9y,no,yes,no,cellular,nov,wed,341,nonexistent,0,1,no
30,blue-collar,married,professional.course,no,no,no,cellular,nov,wed,332,failure,1,1,no
34,self-employed,married,university.degree,no,no,no,cellular,nov,wed,126,nonexistent,0,2,no
49,management,divorced,university.degree,no,no,yes,cellular,nov,wed,187,failure,1,5,no
40,technician,single,university.degree,no,no,no,cellular,nov,wed,281,nonexistent,0,3,no
44,services,married,high.school,no,no,no,cellular,nov,wed,37,failure,1,1,no
32,student,single,university.degree,no,no,no,cellular,nov,wed,138,nonexistent,0,1,no
48,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,141,nonexistent,0,2,no
32,student,single,university.degree,no,yes,no,cellular,nov,wed,135,nonexistent,0,1,no
31,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,274,nonexistent,0,2,no
47,management,married,basic.9y,no,no,no,cellular,nov,wed,169,nonexistent,0,1,no
53,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,205,failure,1,2,no
36,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,wed,83,failure,1,1,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,113,nonexistent,0,1,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,114,nonexistent,0,1,no
32,entrepreneur,married,high.school,no,yes,no,telephone,nov,wed,60,nonexistent,0,2,no
29,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,161,nonexistent,0,1,no
29,blue-collar,single,basic.9y,no,yes,no,cellular,nov,wed,128,nonexistent,0,1,no
36,technician,married,high.school,no,no,no,cellular,nov,wed,187,failure,1,1,no
52,self-employed,married,university.degree,no,no,no,cellular,nov,wed,134,nonexistent,0,1,no
34,blue-collar,married,basic.6y,unknown,yes,yes,cellular,nov,wed,182,failure,1,2,no
44,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,87,nonexistent,0,1,no
46,management,married,unknown,no,yes,no,cellular,nov,wed,248,failure,1,1,no
51,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,wed,133,nonexistent,0,1,no
52,entrepreneur,married,unknown,no,yes,no,cellular,nov,wed,149,nonexistent,0,1,no
36,admin.,single,university.degree,no,yes,no,cellular,nov,wed,152,nonexistent,0,1,no
29,services,married,high.school,no,no,no,cellular,nov,wed,133,nonexistent,0,1,no
31,technician,single,basic.9y,unknown,yes,yes,cellular,nov,wed,131,failure,1,1,no
44,technician,married,professional.course,no,no,no,cellular,nov,wed,68,nonexistent,0,1,no
52,management,married,university.degree,no,yes,no,cellular,nov,wed,50,nonexistent,0,1,no
32,services,married,unknown,no,yes,yes,telephone,nov,wed,265,nonexistent,0,1,no
36,admin.,single,university.degree,no,yes,no,cellular,nov,wed,565,failure,1,1,no
35,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,405,nonexistent,0,1,no
39,technician,single,professional.course,no,yes,no,cellular,nov,wed,134,nonexistent,0,4,no
50,self-employed,unknown,basic.6y,no,no,no,cellular,nov,wed,968,nonexistent,0,1,no
31,services,married,high.school,unknown,yes,no,cellular,nov,wed,82,failure,1,1,no
46,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,416,nonexistent,0,2,no
31,technician,married,basic.9y,no,yes,no,cellular,nov,wed,17,failure,1,5,no
52,technician,single,basic.4y,unknown,yes,no,cellular,nov,wed,208,nonexistent,0,1,no
48,technician,married,professional.course,no,no,no,cellular,nov,wed,201,failure,1,3,no
34,technician,married,professional.course,no,yes,no,cellular,nov,wed,374,nonexistent,0,1,no
58,management,married,university.degree,no,yes,no,cellular,nov,wed,581,nonexistent,0,2,no
48,admin.,single,high.school,no,yes,no,cellular,nov,wed,105,failure,1,1,no
55,technician,married,basic.9y,no,no,no,cellular,nov,wed,1548,nonexistent,0,1,no
54,management,divorced,university.degree,no,yes,no,cellular,nov,wed,150,failure,1,1,no
52,admin.,married,high.school,no,yes,no,cellular,nov,wed,210,nonexistent,0,1,no
42,entrepreneur,single,university.degree,no,no,no,cellular,nov,wed,131,nonexistent,0,1,no
43,admin.,single,university.degree,no,no,no,cellular,nov,wed,97,nonexistent,0,1,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,124,nonexistent,0,2,no
30,admin.,single,university.degree,no,yes,no,cellular,nov,wed,742,nonexistent,0,1,no
42,management,married,university.degree,no,yes,no,cellular,nov,wed,151,nonexistent,0,2,no
31,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,360,nonexistent,0,1,no
31,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,96,nonexistent,0,1,no
31,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,117,nonexistent,0,1,no
38,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,nov,wed,70,nonexistent,0,1,no
47,management,married,basic.4y,unknown,no,no,cellular,nov,wed,57,nonexistent,0,1,no
52,blue-collar,married,professional.course,unknown,yes,no,cellular,nov,wed,85,nonexistent,0,2,no
30,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,89,nonexistent,0,1,no
47,management,married,basic.4y,unknown,yes,no,cellular,nov,wed,117,nonexistent,0,1,no
33,services,married,high.school,no,yes,yes,cellular,nov,wed,69,failure,1,1,no
35,self-employed,single,university.degree,no,yes,no,cellular,nov,wed,414,nonexistent,0,3,no
33,admin.,married,high.school,no,yes,no,cellular,nov,wed,323,nonexistent,0,1,no
47,management,married,university.degree,no,yes,no,cellular,nov,wed,168,nonexistent,0,1,no
38,technician,married,professional.course,no,yes,no,cellular,nov,wed,111,nonexistent,0,1,no
38,technician,married,professional.course,no,yes,no,cellular,nov,wed,227,nonexistent,0,1,no
30,management,married,university.degree,no,no,no,cellular,nov,wed,72,nonexistent,0,5,no
32,admin.,single,high.school,no,yes,yes,cellular,nov,wed,76,nonexistent,0,1,no
38,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,448,nonexistent,0,1,no
47,management,married,basic.4y,unknown,no,no,cellular,nov,wed,755,nonexistent,0,1,no
39,admin.,single,university.degree,no,yes,no,cellular,nov,wed,514,nonexistent,0,1,no
30,services,married,professional.course,no,yes,no,cellular,nov,wed,482,failure,1,3,no
33,admin.,divorced,high.school,no,no,no,telephone,nov,wed,50,nonexistent,0,4,no
30,services,married,high.school,no,no,no,cellular,nov,wed,101,nonexistent,0,1,no
35,blue-collar,single,high.school,no,no,no,cellular,nov,wed,77,failure,1,2,no
29,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,85,nonexistent,0,2,no
36,management,married,university.degree,no,yes,no,cellular,nov,wed,638,nonexistent,0,2,no
40,technician,married,basic.9y,no,no,no,cellular,nov,wed,59,nonexistent,0,1,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,wed,779,failure,1,2,no
40,technician,married,basic.9y,no,no,no,cellular,nov,wed,198,nonexistent,0,1,no
31,services,married,high.school,no,no,no,cellular,nov,wed,190,failure,1,1,no
34,management,married,university.degree,no,no,no,cellular,nov,wed,363,nonexistent,0,2,no
34,services,single,high.school,no,no,no,cellular,nov,wed,155,failure,1,1,no
45,blue-collar,married,basic.4y,no,yes,yes,cellular,nov,wed,130,nonexistent,0,1,no
30,admin.,married,university.degree,no,yes,no,cellular,nov,wed,19,nonexistent,0,5,no
40,technician,married,basic.9y,no,no,no,telephone,nov,wed,319,nonexistent,0,1,no
44,services,single,high.school,no,yes,no,cellular,nov,wed,116,nonexistent,0,5,no
40,technician,married,professional.course,no,yes,no,cellular,nov,wed,1283,nonexistent,0,1,no
35,management,single,university.degree,no,yes,yes,cellular,nov,wed,293,failure,1,2,no
30,services,married,professional.course,no,yes,no,cellular,nov,wed,622,nonexistent,0,2,yes
32,entrepreneur,married,basic.4y,no,yes,no,telephone,nov,wed,62,nonexistent,0,1,no
30,services,single,high.school,no,no,no,cellular,nov,wed,148,nonexistent,0,1,no
32,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,wed,111,nonexistent,0,1,no
52,retired,married,university.degree,unknown,no,no,cellular,nov,wed,172,failure,1,1,no
32,services,married,professional.course,no,yes,no,cellular,nov,wed,186,nonexistent,0,1,no
38,technician,single,basic.6y,no,yes,no,cellular,nov,wed,164,nonexistent,0,1,no
35,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,220,nonexistent,0,2,no
38,technician,single,basic.6y,no,no,no,cellular,nov,wed,296,nonexistent,0,1,no
40,admin.,single,university.degree,no,no,no,cellular,nov,wed,267,nonexistent,0,2,no
36,technician,married,professional.course,no,yes,no,cellular,nov,wed,231,nonexistent,0,2,no
29,services,single,high.school,no,yes,no,cellular,nov,wed,178,failure,1,1,no
32,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,wed,547,nonexistent,0,7,no
35,technician,single,professional.course,no,no,no,cellular,nov,wed,161,nonexistent,0,1,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,59,failure,1,2,no
51,admin.,married,high.school,no,yes,no,cellular,nov,wed,121,nonexistent,0,3,no
35,technician,single,professional.course,no,no,no,cellular,nov,wed,477,nonexistent,0,1,no
45,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,wed,384,failure,1,1,no
44,admin.,single,high.school,no,yes,no,cellular,nov,wed,149,failure,1,1,no
39,admin.,married,university.degree,no,yes,no,cellular,nov,wed,59,nonexistent,0,1,no
31,blue-collar,single,basic.4y,no,no,yes,cellular,nov,wed,125,nonexistent,0,2,no
31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,522,success,1,1,yes
31,blue-collar,single,high.school,no,no,no,telephone,nov,wed,201,nonexistent,0,1,no
31,blue-collar,single,high.school,no,no,no,cellular,nov,wed,230,nonexistent,0,1,no
39,technician,single,professional.course,no,yes,no,cellular,nov,wed,180,failure,1,1,no
35,technician,divorced,professional.course,no,no,yes,cellular,nov,wed,98,nonexistent,0,1,no
34,unknown,divorced,basic.4y,no,no,no,cellular,nov,wed,73,nonexistent,0,1,no
45,management,married,university.degree,no,no,yes,cellular,nov,wed,391,nonexistent,0,2,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,131,nonexistent,0,2,no
34,admin.,married,university.degree,no,yes,no,cellular,nov,wed,174,nonexistent,0,1,no
34,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,147,nonexistent,0,1,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,126,nonexistent,0,2,no
32,services,single,high.school,no,no,no,cellular,nov,wed,265,nonexistent,0,1,no
55,admin.,divorced,high.school,no,no,no,cellular,nov,wed,67,nonexistent,0,3,no
50,housemaid,divorced,high.school,no,no,no,cellular,nov,wed,136,failure,1,2,no
33,self-employed,single,basic.4y,no,no,no,cellular,nov,wed,174,failure,1,1,no
47,unemployed,married,high.school,unknown,no,no,cellular,nov,wed,101,nonexistent,0,1,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,299,nonexistent,0,2,no
32,admin.,married,university.degree,no,yes,no,cellular,nov,wed,392,nonexistent,0,3,no
31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,780,nonexistent,0,1,no
54,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,159,success,1,2,no
40,admin.,married,university.degree,unknown,yes,no,cellular,nov,wed,562,nonexistent,0,1,no
34,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,127,failure,1,1,no
33,management,married,university.degree,no,yes,no,cellular,nov,wed,418,nonexistent,0,2,no
37,management,divorced,university.degree,no,yes,no,cellular,nov,wed,259,failure,1,1,no
37,management,divorced,university.degree,no,no,no,cellular,nov,wed,295,failure,1,1,no
33,management,married,university.degree,no,yes,yes,cellular,nov,wed,138,nonexistent,0,1,no
31,technician,married,university.degree,no,yes,no,cellular,nov,wed,124,nonexistent,0,2,no
39,admin.,married,university.degree,no,no,no,cellular,nov,wed,146,nonexistent,0,1,no
31,blue-collar,single,high.school,no,no,no,cellular,nov,wed,145,nonexistent,0,1,no
43,management,married,university.degree,no,yes,no,cellular,nov,wed,57,failure,1,1,no
29,management,married,basic.9y,no,no,no,cellular,nov,wed,69,nonexistent,0,2,no
42,unemployed,divorced,high.school,no,yes,no,cellular,nov,wed,166,nonexistent,0,1,no
49,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,wed,82,nonexistent,0,1,no
49,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,wed,277,nonexistent,0,1,no
38,technician,married,professional.course,no,no,no,cellular,nov,wed,194,failure,1,2,no
29,management,married,university.degree,no,no,no,cellular,nov,wed,138,failure,1,1,no
43,admin.,divorced,university.degree,no,no,no,cellular,nov,wed,1502,nonexistent,0,1,yes
34,management,single,high.school,no,yes,no,cellular,nov,wed,175,nonexistent,0,1,no
29,admin.,married,university.degree,no,no,no,cellular,nov,wed,117,nonexistent,0,1,no
38,technician,married,professional.course,unknown,no,no,cellular,nov,wed,1049,nonexistent,0,1,yes
48,services,divorced,basic.4y,no,no,no,cellular,nov,wed,134,nonexistent,0,1,no
29,blue-collar,married,high.school,no,no,no,cellular,nov,wed,117,nonexistent,0,2,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,187,failure,1,1,no
29,technician,single,professional.course,no,yes,no,cellular,nov,wed,107,nonexistent,0,3,no
36,admin.,married,university.degree,no,yes,no,cellular,nov,wed,40,failure,1,2,no
36,management,married,university.degree,no,yes,no,cellular,nov,wed,161,nonexistent,0,2,no
38,entrepreneur,divorced,basic.9y,no,yes,no,cellular,nov,wed,71,nonexistent,0,5,no
49,services,married,basic.6y,no,yes,no,cellular,nov,wed,772,nonexistent,0,2,no
48,admin.,married,university.degree,no,no,no,cellular,nov,wed,128,nonexistent,0,7,no
30,admin.,single,high.school,no,yes,no,cellular,nov,wed,195,nonexistent,0,2,no
38,entrepreneur,divorced,basic.9y,no,no,no,cellular,nov,wed,353,nonexistent,0,2,no
33,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,wed,25,nonexistent,0,1,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,175,failure,1,1,no
49,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,55,nonexistent,0,1,no
53,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,wed,137,nonexistent,0,2,no
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,631,nonexistent,0,2,yes
56,management,married,university.degree,no,no,no,cellular,nov,wed,98,nonexistent,0,1,no
47,technician,married,basic.9y,no,no,yes,cellular,nov,wed,208,nonexistent,0,1,no
40,admin.,married,high.school,no,yes,no,cellular,nov,wed,131,nonexistent,0,1,no
39,management,married,high.school,no,no,no,telephone,nov,wed,47,nonexistent,0,1,no
37,management,married,university.degree,no,no,no,cellular,nov,wed,140,nonexistent,0,1,no
56,management,married,university.degree,no,yes,no,cellular,nov,wed,286,nonexistent,0,1,no
31,technician,married,university.degree,no,no,no,cellular,nov,wed,690,nonexistent,0,3,no
44,services,married,high.school,no,yes,no,telephone,nov,wed,102,nonexistent,0,2,no
47,admin.,married,university.degree,no,yes,no,cellular,nov,wed,93,failure,1,1,no
42,services,married,professional.course,no,yes,yes,cellular,nov,wed,120,nonexistent,0,1,no
40,admin.,married,high.school,no,yes,no,cellular,nov,wed,570,nonexistent,0,1,no
31,technician,single,university.degree,no,yes,no,cellular,nov,wed,456,nonexistent,0,2,no
32,entrepreneur,married,university.degree,no,no,yes,cellular,nov,wed,49,failure,1,2,no
41,admin.,married,university.degree,no,yes,no,cellular,nov,wed,54,failure,1,1,no
37,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,160,nonexistent,0,1,no
41,admin.,married,university.degree,no,yes,yes,telephone,nov,wed,385,nonexistent,0,1,no
37,admin.,single,university.degree,no,yes,no,cellular,nov,wed,250,nonexistent,0,1,no
30,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,164,nonexistent,0,3,no
32,technician,married,university.degree,no,no,yes,cellular,nov,wed,234,failure,1,1,no
30,technician,divorced,basic.9y,no,yes,yes,cellular,nov,wed,177,nonexistent,0,1,no
44,admin.,single,university.degree,no,yes,no,cellular,nov,wed,50,nonexistent,0,1,no
39,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,457,nonexistent,0,2,no
37,admin.,single,university.degree,no,no,no,telephone,nov,wed,623,nonexistent,0,1,yes
42,entrepreneur,married,basic.4y,no,yes,yes,cellular,nov,wed,20,nonexistent,0,4,no
30,technician,married,high.school,no,no,no,cellular,nov,wed,1206,nonexistent,0,2,no
53,entrepreneur,married,unknown,no,yes,no,cellular,nov,wed,21,nonexistent,0,10,no
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,559,failure,1,1,no
31,admin.,married,basic.9y,no,no,no,cellular,nov,wed,205,nonexistent,0,1,no
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,1065,nonexistent,0,1,no
43,blue-collar,single,basic.6y,no,yes,no,telephone,nov,wed,401,nonexistent,0,1,no
48,management,divorced,university.degree,no,yes,no,cellular,nov,wed,50,nonexistent,0,2,no
55,technician,married,basic.9y,no,no,yes,cellular,nov,wed,113,failure,1,2,no
35,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1028,nonexistent,0,2,yes
34,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,213,nonexistent,0,5,no
42,admin.,married,university.degree,no,yes,no,cellular,nov,wed,340,nonexistent,0,2,no
33,entrepreneur,married,basic.6y,no,no,no,cellular,nov,wed,90,failure,1,2,no
31,admin.,single,high.school,no,yes,no,cellular,nov,wed,286,nonexistent,0,3,no
43,technician,divorced,university.degree,no,yes,no,cellular,nov,wed,342,nonexistent,0,2,no
58,management,married,university.degree,no,yes,no,cellular,nov,wed,394,nonexistent,0,2,no
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,63,nonexistent,0,1,no
39,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,73,nonexistent,0,1,no
36,admin.,single,university.degree,no,yes,no,cellular,nov,wed,214,nonexistent,0,1,no
38,housemaid,married,basic.6y,unknown,no,no,cellular,nov,wed,76,nonexistent,0,2,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,337,nonexistent,0,1,yes
30,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,88,failure,1,2,no
29,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,96,nonexistent,0,3,no
39,admin.,married,university.degree,no,yes,no,cellular,nov,wed,171,failure,1,2,no
39,blue-collar,married,basic.9y,unknown,no,yes,cellular,nov,wed,418,nonexistent,0,1,no
32,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,wed,434,nonexistent,0,1,no
34,management,married,university.degree,no,yes,no,cellular,nov,wed,54,nonexistent,0,1,no
47,management,married,high.school,no,yes,no,cellular,nov,wed,86,nonexistent,0,2,no
56,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,wed,1265,nonexistent,0,3,yes
56,management,married,university.degree,no,yes,yes,cellular,nov,wed,104,failure,1,1,no
37,services,single,high.school,no,yes,no,cellular,nov,wed,485,nonexistent,0,1,yes
31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,251,failure,1,1,no
38,blue-collar,single,basic.6y,no,yes,no,cellular,nov,wed,328,nonexistent,0,1,no
40,admin.,married,university.degree,unknown,no,no,cellular,nov,wed,108,nonexistent,0,1,no
47,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,88,failure,1,1,no
31,technician,single,professional.course,no,no,no,cellular,nov,wed,220,nonexistent,0,1,no
31,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,118,nonexistent,0,1,no
38,blue-collar,single,basic.6y,no,no,no,cellular,nov,wed,520,nonexistent,0,1,no
49,management,married,university.degree,no,no,no,cellular,nov,wed,139,nonexistent,0,2,no
56,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,501,nonexistent,0,2,no
31,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,408,failure,1,1,no
39,unemployed,married,basic.9y,no,no,no,cellular,nov,wed,292,nonexistent,0,1,no
46,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,95,nonexistent,0,1,no
46,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,wed,77,nonexistent,0,1,no
35,technician,single,basic.9y,no,yes,yes,cellular,nov,wed,62,nonexistent,0,1,no
51,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,359,failure,1,2,no
39,unemployed,married,basic.9y,no,yes,no,cellular,nov,wed,640,failure,1,1,no
35,technician,single,basic.9y,no,no,no,cellular,nov,wed,178,failure,1,1,no
35,technician,single,basic.9y,no,yes,no,cellular,nov,wed,112,nonexistent,0,1,no
57,management,married,university.degree,no,yes,no,cellular,nov,wed,589,nonexistent,0,2,yes
35,technician,single,basic.9y,no,no,no,telephone,nov,wed,433,failure,1,1,no
38,blue-collar,divorced,basic.6y,no,yes,no,cellular,nov,wed,122,nonexistent,0,2,no
34,services,divorced,basic.6y,unknown,no,no,cellular,nov,wed,254,nonexistent,0,1,no
50,technician,married,university.degree,no,yes,no,cellular,nov,wed,236,nonexistent,0,1,no
35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,60,nonexistent,0,1,no
42,admin.,married,professional.course,no,yes,no,cellular,nov,wed,216,nonexistent,0,2,no
32,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,70,nonexistent,0,1,no
32,management,single,university.degree,no,no,yes,cellular,nov,wed,541,nonexistent,0,1,no
32,self-employed,single,university.degree,no,yes,no,cellular,nov,wed,199,nonexistent,0,1,no
34,entrepreneur,single,basic.9y,no,no,no,cellular,nov,wed,191,failure,1,1,no
34,services,single,basic.9y,no,yes,yes,cellular,nov,wed,300,nonexistent,0,1,no
54,housemaid,married,basic.9y,no,no,no,cellular,nov,wed,362,nonexistent,0,3,no
48,admin.,married,high.school,no,no,no,cellular,nov,wed,1061,nonexistent,0,4,yes
33,self-employed,married,university.degree,no,yes,yes,cellular,nov,wed,208,nonexistent,0,1,no
35,management,married,university.degree,no,yes,yes,telephone,nov,wed,377,success,2,3,no
29,blue-collar,married,professional.course,no,no,no,cellular,nov,wed,54,nonexistent,0,1,no
34,admin.,married,university.degree,no,yes,no,cellular,nov,wed,157,nonexistent,0,1,no
49,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,47,failure,1,1,no
53,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,wed,625,nonexistent,0,1,no
31,services,single,high.school,no,yes,no,telephone,nov,wed,88,failure,1,1,no
51,unemployed,divorced,university.degree,unknown,yes,no,cellular,nov,wed,120,failure,1,2,no
34,services,married,high.school,no,no,no,cellular,nov,wed,89,failure,1,3,no
35,admin.,married,professional.course,no,no,no,cellular,nov,wed,616,nonexistent,0,2,no
35,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,wed,56,nonexistent,0,4,no
42,self-employed,single,university.degree,no,no,no,cellular,nov,wed,238,nonexistent,0,4,no
31,entrepreneur,married,high.school,no,yes,yes,cellular,nov,wed,112,nonexistent,0,2,no
43,admin.,married,university.degree,no,no,no,cellular,nov,wed,748,nonexistent,0,2,no
37,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,184,nonexistent,0,4,no
37,entrepreneur,married,university.degree,no,no,no,telephone,nov,wed,202,failure,1,2,no
35,admin.,single,university.degree,no,yes,no,cellular,nov,wed,273,nonexistent,0,2,no
38,admin.,married,university.degree,no,yes,no,cellular,nov,wed,223,nonexistent,0,2,no
43,management,married,university.degree,no,no,no,cellular,nov,wed,382,nonexistent,0,2,no
32,admin.,married,university.degree,no,yes,no,cellular,nov,wed,278,nonexistent,0,3,no
42,technician,married,basic.9y,no,no,no,cellular,nov,wed,294,nonexistent,0,2,no
52,management,married,university.degree,no,yes,no,cellular,nov,wed,783,nonexistent,0,3,yes
31,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,1662,nonexistent,0,3,no
38,admin.,single,university.degree,no,no,no,cellular,nov,wed,79,nonexistent,0,2,no
36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,115,nonexistent,0,2,no
33,admin.,single,university.degree,no,yes,no,cellular,nov,wed,101,failure,1,2,no
55,management,married,professional.course,no,yes,no,cellular,nov,wed,223,nonexistent,0,2,no
42,management,married,university.degree,unknown,yes,no,cellular,nov,wed,126,nonexistent,0,2,no
43,management,married,university.degree,no,no,yes,cellular,nov,wed,73,failure,1,2,no
32,management,single,university.degree,no,no,no,cellular,nov,wed,163,nonexistent,0,2,no
36,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,299,nonexistent,0,2,no
30,blue-collar,married,professional.course,no,yes,no,cellular,nov,wed,107,nonexistent,0,3,no
45,admin.,married,university.degree,no,yes,no,cellular,nov,wed,70,nonexistent,0,3,no
41,admin.,divorced,basic.9y,no,unknown,unknown,cellular,nov,wed,258,nonexistent,0,2,no
36,entrepreneur,single,university.degree,no,no,no,cellular,nov,wed,1120,nonexistent,0,2,yes
46,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,223,nonexistent,0,4,no
35,technician,married,university.degree,no,yes,yes,cellular,nov,wed,184,nonexistent,0,2,no
33,management,married,university.degree,no,no,no,cellular,nov,wed,523,nonexistent,0,2,no
31,technician,single,high.school,no,yes,no,cellular,nov,wed,77,nonexistent,0,4,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,252,failure,1,2,no
40,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,wed,104,nonexistent,0,3,no
38,technician,married,professional.course,unknown,yes,no,cellular,nov,wed,433,nonexistent,0,2,no
51,management,married,high.school,unknown,no,no,cellular,nov,wed,178,nonexistent,0,3,no
34,services,single,high.school,no,no,no,cellular,nov,wed,174,nonexistent,0,2,no
46,technician,married,basic.9y,no,yes,no,cellular,nov,wed,354,nonexistent,0,2,no
40,technician,married,high.school,no,no,no,cellular,nov,wed,231,nonexistent,0,4,no
30,technician,single,professional.course,no,no,no,cellular,nov,wed,757,nonexistent,0,2,yes
35,management,married,university.degree,no,yes,no,cellular,nov,wed,130,nonexistent,0,3,no
46,management,married,university.degree,no,yes,no,cellular,nov,wed,111,nonexistent,0,2,no
52,admin.,married,high.school,no,yes,no,cellular,nov,wed,130,failure,1,2,no
31,blue-collar,married,basic.4y,no,no,no,cellular,nov,wed,374,nonexistent,0,2,no
53,blue-collar,divorced,basic.6y,no,yes,no,telephone,nov,wed,95,nonexistent,0,3,no
56,entrepreneur,married,basic.9y,no,no,yes,cellular,nov,wed,680,failure,1,2,yes
46,management,divorced,high.school,no,yes,no,cellular,nov,wed,191,failure,1,2,no
30,admin.,married,high.school,no,yes,no,cellular,nov,wed,193,nonexistent,0,2,no
53,technician,single,professional.course,no,yes,no,cellular,nov,wed,1468,nonexistent,0,3,yes
39,blue-collar,married,basic.6y,unknown,no,yes,cellular,nov,wed,188,nonexistent,0,5,no
45,technician,married,university.degree,no,no,no,cellular,nov,wed,221,failure,1,2,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,59,nonexistent,0,2,no
33,services,married,high.school,no,yes,yes,cellular,nov,wed,314,nonexistent,0,3,no
30,admin.,married,high.school,unknown,yes,no,cellular,nov,wed,246,nonexistent,0,3,no
31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,154,nonexistent,0,2,no
