customer_id,churn,gender,senior_citizen,married,dependents,tenure,phone_service,multiple_lines,internet_service,security,backup,paperless_billing,contract,payment,monthly_charges,total_charges
4763-PGDPO,Yes,Female,No,No,No,4,Yes,No,Fiber,No,No,No,Monthly,Electronic check,70.4,281
4770-UEZOX,No,Male,No,No,No,2,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,74.75,144.8
4795-KTRTH,Yes,Female,Yes,Yes,No,5,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,81,371.65
4797-AXPXK,Yes,Female,No,No,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Monthly,Electronic check,60,60
4801-JZAZL,No,Female,No,Yes,Yes,11,No,No phone,DSL,Yes,No,Yes,Monthly,Electronic check,29.6,346.45
4803-AXVYP,Yes,Female,Yes,No,No,38,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,99.55,3734.25
4806-DXQCE,No,Female,Yes,Yes,No,70,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Electronic check,113.65,7714.65
4806-HIPDW,Yes,Female,No,Yes,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,68.95,68.95
4806-KEXQR,Yes,Male,No,No,No,4,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,79.9,324.3
4813-HQMGZ,No,Female,No,Yes,No,8,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,90.25,743.75
4815-GBTCD,No,Female,No,Yes,No,4,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,25.15,99.95
4816-JBHOV,Yes,Male,Yes,No,No,2,Yes,No,DSL,No,No,Yes,Monthly,Electronic check,44.7,93.7
4816-LXZYW,Yes,Female,No,No,No,23,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,79.15,1676.95
4817-VYYWS,Yes,Female,No,No,No,30,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,100.2,2983.8
4818-QIUFN,Yes,Female,Yes,No,No,20,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,79.15,1520.9
4821-SJHJV,No,Female,No,Yes,Yes,32,Yes,Yes,Fiber,Yes,No,No,Monthly,Electronic check,89.6,2901.8
4822-NGOCH,Yes,Female,No,No,No,13,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,84.45,1058.6
4822-RVYBB,Yes,Male,Yes,No,No,8,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,100.6,819.4
4822-YCXMX,Yes,Male,No,No,No,25,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84.8,2043.45
4824-GUCBY,No,Female,Yes,No,No,22,Yes,No,Fiber,Yes,Yes,No,Monthly,Electronic check,81.7,1820.9
4825-FUREZ,No,Male,No,Yes,No,42,Yes,No,No,No internet,No internet,No,Biannually,Electronic check,20.25,835.5
4826-XTSOH,Yes,Male,Yes,Yes,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,86.05,86.05
4829-ZLJTK,No,Female,Yes,Yes,No,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Electronic check,112.4,8046.85
4840-ORQXB,No,Female,Yes,No,No,56,Yes,Yes,Fiber,No,Yes,No,Monthly,Electronic check,104.75,5841.35
4844-JJWUY,Yes,Female,Yes,No,No,1,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,86,86
4846-WHAFZ,Yes,Female,Yes,Yes,No,37,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,76.5,2868.15
4847-TAJYI,No,Female,Yes,No,No,6,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,89.35,567.8
4851-BQDNX,No,Male,No,Yes,Yes,40,Yes,No,Fiber,No,No,Yes,Annually,Electronic check,85.05,3355.65
4853-OITSN,No,Male,No,Yes,No,5,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,89.15,413.25
4854-CIDCF,No,Female,Yes,No,No,3,Yes,No,Fiber,No,No,No,Monthly,Electronic check,73.85,196.4
4855-SNKMY,Yes,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,Monthly,Electronic check,44.1,44.1
4860-YZGZM,No,Male,No,No,No,10,Yes,No,No,No internet,No internet,No,Monthly,Electronic check,20,185.4
4868-AADLV,No,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber,Yes,Yes,Yes,Annually,Electronic check,116.25,7862.25
4869-EPIUS,No,Male,No,Yes,No,56,Yes,No,Fiber,No,No,Yes,Annually,Electronic check,80.9,4557.5
4871-JTKJF,Yes,Female,Yes,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.65,69.65
4873-ILOLJ,Yes,Male,No,No,No,24,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,90.35,2238.5
4879-GZLFH,No,Female,No,Yes,Yes,42,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,92.15,3875.4
4884-ZTHVF,No,Female,Yes,No,No,8,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,87.1,713.6
4890-VMUAV,No,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,No,Annually,Electronic check,71.5,4576.3
4902-OHLSK,Yes,Female,Yes,No,No,29,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,98.65,2862.75
4905-JEFDW,Yes,Male,No,No,No,11,No,No phone,DSL,No,No,Yes,Annually,Electronic check,41.6,470.6
4906-ZHGPK,No,Male,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Annually,Electronic check,70.7,3770
4910-GMJOT,Yes,Female,No,No,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,94.6,94.6
4912-PIGUY,No,Female,No,No,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84.6,84.6
4918-FYJNT,No,Female,Yes,Yes,No,55,Yes,Yes,Fiber,No,Yes,No,Monthly,Electronic check,90.45,5044.8
4919-IKATY,Yes,Male,No,Yes,Yes,5,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,84.5,453.75
4919-MOAVT,Yes,Male,No,No,Yes,3,Yes,No,Fiber,No,No,No,Monthly,Electronic check,69.65,220.1
4927-WWOOZ,No,Male,No,Yes,No,2,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,91.45,171.45
4931-TRZWN,No,Female,No,No,No,13,Yes,No,DSL,Yes,No,Yes,Monthly,Electronic check,71.95,923.85
4937-QPZPO,No,Male,No,Yes,Yes,61,Yes,Yes,Fiber,No,No,Yes,Annually,Electronic check,99.9,6241.35
4939-KYYPY,No,Male,No,No,No,27,Yes,Yes,DSL,No,No,No,Monthly,Electronic check,59.45,1611.65
4950-BDEUX,No,Male,No,No,No,35,No,No phone,DSL,No,No,No,Monthly,Electronic check,49.2,1701.65
4951-UKAAQ,Yes,Female,No,No,No,4,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,88.95,355.2
4952-YSOGZ,Yes,Female,No,Yes,Yes,4,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,85.95,381.3
4958-GZWIY,Yes,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,No,Monthly,Electronic check,48.7,340.25
4958-XCBDQ,Yes,Male,Yes,No,No,35,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,101.4,3496.3
4988-IQIGL,Yes,Male,Yes,No,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,75.35,75.35
4989-LIXVT,No,Male,Yes,No,No,68,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,95.9,6503.2
4998-IKFSE,No,Female,No,No,No,30,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,100.45,3096.9
5013-SBUIH,Yes,Female,No,No,No,50,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Electronic check,109.65,5551.15
5014-WUQMG,No,Male,No,Yes,Yes,47,Yes,No,Fiber,Yes,Yes,Yes,Annually,Electronic check,96.1,4391.45
5016-IBERQ,No,Male,No,Yes,No,23,Yes,Yes,Fiber,No,Yes,No,Monthly,Electronic check,84.25,1968.1
5019-GQVCR,No,Male,Yes,No,No,43,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84.85,3645.6
5022-JNQEQ,No,Female,No,Yes,Yes,9,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,75.85,647.5
5022-KVDQT,No,Male,No,No,No,27,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,81.3,2272.8
5027-QPKTE,Yes,Male,No,Yes,No,7,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.35,451.1
5027-XWQHA,Yes,Male,No,No,No,6,Yes,No,DSL,No,No,No,Monthly,Electronic check,44.75,270.95
5035-PGZXH,No,Female,No,No,No,56,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,106.8,5914.4
5043-TRZWM,No,Female,No,No,No,1,Yes,No,Fiber,No,No,No,Monthly,Electronic check,75.55,75.55
5046-NUHWD,No,Female,Yes,Yes,No,29,No,No phone,DSL,Yes,No,Yes,Monthly,Electronic check,45,1228.65
5054-IEXZT,Yes,Male,No,No,Yes,1,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,75.35,75.35
5055-MGMGF,No,Female,No,Yes,No,65,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,105.05,6914.95
5057-LCOUI,Yes,Female,No,No,No,39,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,50.75,2011.4
5067-XJQFU,No,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,108.45,7076.35
5071-FBJFS,No,Female,No,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Monthly,Electronic check,50.3,217.1
5073-WXOYN,Yes,Female,No,No,No,60,No,No phone,DSL,No,Yes,Yes,Monthly,Electronic check,50.8,3027.4
5075-JSDKI,No,Female,No,No,No,59,Yes,Yes,No,No internet,No internet,No,Biannually,Electronic check,24.45,1493.1
5077-DXTCG,Yes,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,Monthly,Electronic check,45.3,45.3
5087-SUURX,Yes,Female,No,Yes,No,18,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,39.05,669.85
5088-QZLRL,No,Male,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Electronic check,20.65,20.65
5091-HFAZW,No,Female,No,No,No,2,Yes,No,Fiber,Yes,Yes,Yes,Monthly,Electronic check,91.15,168.5
5108-ADXWO,Yes,Male,No,No,No,11,Yes,No,Fiber,Yes,No,Yes,Monthly,Electronic check,73.5,791.75
5110-CHOPY,No,Female,No,No,No,60,No,No phone,DSL,Yes,No,No,Biannually,Electronic check,53.6,3237.05
5117-IFGPS,No,Male,Yes,Yes,No,29,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84.3,2357.75
5119-NZPTV,No,Male,Yes,Yes,No,2,Yes,No,Fiber,No,No,No,Monthly,Electronic check,70.1,141.65
5122-CYFXA,No,Female,No,No,No,3,Yes,No,DSL,No,Yes,Yes,Monthly,Electronic check,75.3,244.1
5129-JLPIS,No,Male,No,No,No,25,Yes,No,Fiber,Yes,No,Yes,Monthly,Electronic check,105.5,2686.05
5134-IKDAY,Yes,Female,No,Yes,Yes,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.8,69.8
5136-RGMZO,No,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Monthly,Electronic check,71.05,2168.15
5138-WVKYJ,Yes,Male,No,No,No,10,Yes,Yes,Fiber,Yes,No,No,Monthly,Electronic check,98.55,1008.55
5143-EGQFK,Yes,Female,Yes,No,No,10,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,29.65,291.4
5143-WMWOG,Yes,Male,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Electronic check,19.95,19.95
5144-TVGLP,No,Male,Yes,No,No,38,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,94.75,3653
5150-ITWWB,No,Male,Yes,No,No,3,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,94.85,335.75
5153-LXKDT,No,Male,No,Yes,Yes,68,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Electronic check,110.2,7467.5
5153-RTHKF,No,Female,No,No,No,34,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,85.35,2896.6
5159-YFPKQ,Yes,Female,No,No,No,2,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,75.8,160.75
5168-MSWXT,No,Male,No,Yes,Yes,8,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,94.75,759.55
5174-ITUMV,No,Male,No,Yes,Yes,67,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,105.4,6989.45
5176-LDKUH,No,Female,No,No,No,48,Yes,No,Fiber,No,Yes,No,Annually,Electronic check,75.15,3772.65
5178-LMXOP,Yes,Male,Yes,Yes,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,95.1,95.1
5192-EBGOV,Yes,Female,Yes,No,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,85.7,85.7
5196-SGOAK,Yes,Female,No,No,No,1,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,75.7,75.7
5198-EFNBM,No,Male,Yes,Yes,No,57,Yes,No,Fiber,No,Yes,Yes,Annually,Electronic check,90.65,5199.8
5198-HQAEN,No,Male,No,Yes,Yes,35,Yes,No,Fiber,No,Yes,Yes,Annually,Electronic check,89.7,3165.6
5203-XEHAX,No,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,Annually,Electronic check,64.35,2053.05
5204-QZXPU,Yes,Male,No,No,No,19,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,39.65,733.35
5213-TWWJU,No,Male,No,No,No,28,Yes,No,Fiber,No,No,No,Monthly,Electronic check,91,2626.15
5215-LNLDJ,No,Female,No,Yes,Yes,7,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,24.7,149.05
5216-WASFJ,No,Female,Yes,Yes,No,31,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84.85,2633.4
5219-YIPTK,Yes,Female,No,Yes,No,33,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,104.4,3409.6
5222-IMUKT,No,Male,No,No,No,32,Yes,No,Fiber,No,No,No,Monthly,Electronic check,91.05,2871.5
5226-NOZFC,No,Male,No,No,No,26,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,85.75,2146.5
5228-EXCET,Yes,Male,No,No,No,13,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,80.85,1008.7
5229-PRWKT,Yes,Male,No,No,No,8,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,86.55,649.65
5233-AOZUF,No,Female,No,Yes,No,29,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,74.95,2149.05
5233-GEEAX,Yes,Male,Yes,No,No,8,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,29.4,221.9
5240-IJOQT,Yes,Male,Yes,No,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,74.7,74.7
5244-IRFIH,Yes,Male,Yes,Yes,No,33,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,94.5,3105.55
5248-KWLAR,No,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Biannually,Electronic check,90.35,6325.25
5256-SKJGO,No,Female,No,Yes,Yes,64,No,No phone,DSL,No,Yes,Yes,Biannually,Electronic check,54.6,3423.5
5261-QSHQM,Yes,Female,No,No,No,4,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,24.45,86.6
5269-NRGDP,No,Male,No,Yes,Yes,42,Yes,No,DSL,No,No,No,Annually,Electronic check,73.15,3088.25
5271-YNWVR,Yes,Male,No,Yes,Yes,68,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Electronic check,113.15,7856
5276-KQWHG,Yes,Female,Yes,No,No,2,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.6,131.65
5277-ZLOOR,Yes,Female,Yes,No,No,2,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,85.55,187.45
5281-BUZGT,Yes,Male,Yes,No,No,36,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,90.85,3186.7
5288-AHOUP,No,Male,Yes,No,No,11,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,78.5,874.2
5294-CDGWY,Yes,Male,No,Yes,Yes,51,No,No phone,DSL,Yes,Yes,No,Annually,Electronic check,59.3,3014.65
5295-PCJOO,Yes,Male,No,No,Yes,4,Yes,No,DSL,Yes,No,Yes,Monthly,Electronic check,49.4,184.4
5296-PSYVW,No,Female,No,Yes,No,72,Yes,Yes,No,No internet,No internet,No,Biannually,Electronic check,24.55,1750.7
5299-RULOA,Yes,Female,No,Yes,Yes,10,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,100.25,1064.65
5302-BDJNT,No,Male,No,No,No,35,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,95.5,3418.2
5310-NOOVA,No,Male,No,No,No,46,Yes,No,No,No internet,No internet,No,Biannually,Electronic check,19.95,907.05
5312-IRCFR,No,Female,No,Yes,Yes,64,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,92.85,5980.75
5315-CKEQK,No,Male,Yes,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,Annually,Electronic check,51,1381.8
5324-KTGCG,No,Male,No,Yes,No,71,Yes,No,No,No internet,No internet,No,Annually,Electronic check,20.85,1539.75
5336-UFNZP,No,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,107.45,7047.5
5337-IIWKZ,No,Male,No,Yes,Yes,34,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,44.85,1442.6
5339-PXDVH,No,Male,No,No,No,4,Yes,Yes,Fiber,Yes,No,No,Monthly,Electronic check,90.65,367.95
5339-TJFEK,No,Male,No,Yes,Yes,62,Yes,Yes,Fiber,Yes,Yes,Yes,Monthly,Electronic check,105.5,6487.2
5348-CAGXB,No,Male,No,No,No,12,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,89.55,1021.75
5349-IECLD,Yes,Male,No,No,No,2,Yes,No,Fiber,No,No,No,Monthly,Electronic check,94.95,178.1
5353-WILCI,No,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,Monthly,Electronic check,56.05,1522.65
5356-CSVSQ,No,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Monthly,Electronic check,64.6,174.2
5364-EVNIB,Yes,Male,No,No,No,13,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,79.8,973.45
5364-XYIRR,Yes,Male,No,Yes,No,51,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,94.65,4812.75
5366-IJEQJ,Yes,Male,No,No,No,20,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,88.7,1761.45
5371-VYLSX,No,Female,Yes,No,No,50,Yes,Yes,Fiber,Yes,Yes,Yes,Monthly,Electronic check,83.4,4113.7
5376-DEQCP,Yes,Female,No,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,70.6,70.6
5378-IKEEG,Yes,Female,No,No,No,1,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,35.75,35.75
5380-WJKOV,Yes,Male,No,No,No,34,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,106.35,3549.25
5382-SOYZL,No,Male,No,No,No,22,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,95.1,2162.6
5383-MMTWC,Yes,Female,Yes,Yes,No,8,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84,613.4
5385-SUIRI,Yes,Male,Yes,Yes,No,52,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,104.2,5568.35
5392-AKEMH,No,Female,No,No,No,12,Yes,No,DSL,No,No,Yes,Monthly,Electronic check,45.05,523.1
5393-RXQSZ,Yes,Male,No,No,No,1,Yes,No,Fiber,No,No,No,Monthly,Electronic check,79.6,79.6
5399-ZIMKF,No,Male,No,No,No,5,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,74.65,383.65
5402-HTOTQ,No,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,Monthly,Electronic check,55.3,875.35
5404-GGUKR,No,Male,No,No,No,5,Yes,No,DSL,No,Yes,Yes,Monthly,Electronic check,51.35,262.3
5406-KGRMX,No,Female,No,No,No,71,Yes,Yes,No,No internet,No internet,No,Biannually,Electronic check,24.55,1719.15
5419-JPRRN,Yes,Male,No,No,No,1,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,101.45,101.45
5423-BHIXO,No,Female,No,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Monthly,Electronic check,54.2,1739.6
5429-LWCMV,No,Female,No,No,No,12,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,89.15,1057.55
5439-WIKXB,No,Male,Yes,Yes,No,41,Yes,No,Fiber,No,Yes,Yes,Monthly,Electronic check,94.55,3851.45
5442-BHQNG,No,Female,No,No,No,2,Yes,No,Fiber,No,No,No,Monthly,Electronic check,70.35,139.25
5442-UTCVD,Yes,Male,No,No,Yes,3,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,91.85,257.05
5443-SCMKX,No,Female,No,Yes,No,58,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,94.3,5610.15
5445-GLVOT,No,Female,No,No,No,22,Yes,No,DSL,Yes,No,Yes,Monthly,Electronic check,49.8,1049.05
5445-PZWGX,Yes,Male,No,No,No,62,Yes,Yes,Fiber,Yes,Yes,No,Annually,Electronic check,102,6529.25
5445-UTODQ,Yes,Female,No,Yes,No,7,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,81.1,576.65
5446-DKWYW,No,Female,Yes,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Annually,Electronic check,65.2,3965.05
5449-FIBXJ,Yes,Male,No,Yes,Yes,19,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,103.3,2012.7
5461-QKNTN,No,Male,Yes,Yes,No,43,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,94.3,3953.15
5468-BPMMO,No,Male,No,Yes,No,46,Yes,No,No,No internet,No internet,No,Monthly,Electronic check,19.6,851.2
5469-CTCWN,Yes,Male,No,Yes,Yes,61,Yes,Yes,Fiber,Yes,Yes,Yes,Annually,Electronic check,106,6547.7
5480-HPRRX,Yes,Female,Yes,No,No,3,No,No phone,DSL,No,No,No,Monthly,Electronic check,25.3,77.75
5482-PLVPE,Yes,Female,Yes,No,No,2,No,No phone,DSL,No,No,No,Monthly,Electronic check,24.35,41.85
5494-HECPR,Yes,Female,No,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,80.25,80.25
5498-TXHLF,Yes,Female,No,Yes,Yes,34,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,87.45,2874.15
5501-TVMGM,No,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Monthly,Electronic check,55.25,55.25
5502-RLUYV,Yes,Female,No,Yes,Yes,69,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,103.95,7446.9
5512-IDZEI,No,Male,No,Yes,Yes,46,Yes,Yes,No,No internet,No internet,No,Annually,Electronic check,24.9,1174.8
5514-YQENT,No,Male,No,No,Yes,41,Yes,No,Fiber,Yes,Yes,Yes,Biannually,Electronic check,111.15,4507.15
5515-AKOAJ,Yes,Female,No,No,No,54,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,100.1,5440.9
5519-NPHVG,Yes,Female,No,No,No,12,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,94.2,1046.1
5519-YLDGW,Yes,Female,No,Yes,No,21,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,103.9,2254.2
5520-FVEWJ,Yes,Female,No,Yes,Yes,12,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,84.5,916.9
5522-JBWMO,No,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Monthly,Electronic check,44,44
5522-NYKPB,No,Male,No,Yes,Yes,25,Yes,No,Fiber,No,No,No,Monthly,Electronic check,85.9,2199.05
5533-NHFRF,No,Male,Yes,No,No,7,No,No phone,DSL,No,Yes,Yes,Monthly,Electronic check,44.4,265.8
5536-SLHPM,Yes,Female,No,Yes,No,55,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,77.75,4458.15
5539-TMZLF,Yes,Male,Yes,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.75,69.75
5542-TBBWB,No,Male,No,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.9,69.9
5543-QDCRY,No,Male,No,No,No,4,Yes,No,DSL,No,No,Yes,Monthly,Electronic check,56.4,234.85
5546-BYZSM,No,Female,No,No,No,41,Yes,No,No,No internet,No internet,No,Monthly,Electronic check,20.45,775.6
5550-VFRLC,Yes,Female,Yes,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,69.85,69.85
5552-ZNFSJ,Yes,Male,No,No,No,1,Yes,No,DSL,No,No,No,Monthly,Electronic check,45.3,45.3
5553-AOINX,No,Female,Yes,Yes,Yes,66,Yes,Yes,Fiber,No,Yes,Yes,Annually,Electronic check,104.9,6891.45
5561-NWEVX,Yes,Female,Yes,Yes,No,2,Yes,Yes,Fiber,No,No,No,Monthly,Electronic check,79.2,172.85
5565-FILXA,Yes,Female,Yes,No,No,16,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,96.15,1529.2
5567-WSELE,Yes,Male,Yes,Yes,No,3,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,94.6,279.55
5568-DMXZS,No,Female,No,No,No,8,Yes,No,DSL,No,Yes,Yes,Monthly,Electronic check,65.45,554.45
5583-SXDAG,Yes,Male,No,Yes,No,1,Yes,No,Fiber,No,No,No,Monthly,Electronic check,70,70
5590-BYNII,Yes,Male,No,No,No,22,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Electronic check,100.75,2095
5590-YRFJT,Yes,Female,No,Yes,No,20,No,No phone,DSL,No,No,Yes,Monthly,Electronic check,24.45,482.8
5597-GLBUC,Yes,Female,No,No,No,1,Yes,No,Fiber,No,No,Yes,Monthly,Electronic check,85.45,85.45
5609-CEBID,Yes,Female,Yes,No,No,20,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,94.1,1782.4
5616-PRTNT,Yes,Male,No,No,Yes,20,Yes,No,No,No internet,No internet,Yes,Monthly,Electronic check,19.4,374.5
5619-PTMIK,No,Female,No,Yes,No,46,Yes,Yes,DSL,Yes,No,No,Monthly,Electronic check,53.1,2459.8
5624-RYAMH,No,Female,No,No,No,9,Yes,No,No,No internet,No internet,Yes,Monthly,Electronic check,19.5,178.85
5628-FCGYG,No,Male,No,No,No,21,Yes,Yes,Fiber,No,No,Yes,Monthly,Electronic check,84.1,1737.45
5630-IXDXV,No,Female,No,No,No,47,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,106.35,4849.1
5641-DMBFJ,No,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Biannually,Electronic check,84.3,4916.4
5644-PDMZC,Yes,Female,Yes,No,No,2,Yes,Yes,Fiber,No,Yes,No,Monthly,Electronic check,89.5,161.5
5647-FXOTP,No,Female,Yes,Yes,No,60,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Electronic check,105.9,6401.25
